,ad,terkibi,hazirlanmasi,img_url,label,yemek_id
311,Düşbərə,"Xəmir Üçün stəkan unu  duz yumurta/ stəkan ilıq suİçi Üçün:g çəkilmiş qoyun və ya mal əti, və yaxud ikisinin qarışığı  kiçik baş soğan – xırda-xırda doğranmış  duz¼  istiot.Suyu Üçün:  duru yağ və ya kərə yağı  kiçik baş soğan – xırda-xırda doğranmış  tomatzövqə görə duz stəkan su","Əvvəlcə xəmiri hazırlayın. İri qabda un, duz, yumurta və suyu qarışdrın. Alınan kütləni azacıq unlanmış taxta və ya masaya qoyub, əlinizlə xəmir yoğurun.Xəmir elastik olmalıdır. Xəmiri qaba qoyub, üstünü çay dəsmalı ilə örtün və kənara qoyun ki, xəmir dincəlsin. Bu müddət ərzində içi hazırlayın. İçi hazırlamaq üçün, bir qaba əti, soğanı, duz və istiotu qoyub, yaxşıca qarışdırın. Masanızı və ya taxtanızı unlayın, və xəmirinizi oxlovla 40 cm diametri olan çox nazik dairəyə açınAçdığınız xəmiri iti bıcaqla 2.5 cm-lik kvadratlara kəsin. Hər kvadratın ortasına bir çimdik iç qoyun.Kvadratın iki əks ucunu bir yerə gətirib, yapışdırın. Alınan üçbucağın iki ucunu şəkildə gördüyünüz kimi birləşdirin. Alınan düşbərələri aralı-aralı azca unlanmış siniyə düzün. Düşbərənin suyunu hazırlayın. Bunun üçün yağı qızdırın və soğanı bu yağda yumuşalanadək qızardın. Tomat əlavə edin və qarışdıra-qarışdıra yarım dəqiqə bişirin. Duz əvavə edib qarışdırın. Sonra isə su əlavə edib, qaynadın. Odun altını bir az azaldın. Düşbərələri qazana töküb təxminən 7-10 dəqiqə ərzində bişirin. Hazır düşbərələr suyun üzünə qalxacaq. Dadına baxın, əgər xəmir yumuşaqdırsa, düşbərəni oddan kənara çəkin. Hazır düşbərəni kasalara qoyub, üstünə ya təzə keşniş, ya da ki, quru nanə səpin. Süfrəyə sirkə-sarımsaqla verin. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443990753_dadli.jpg,Sulu yemek,175824
312,Dovğa - FOTO RESEPT,  qatığyarım dəstə keşnişyarım dəstə şüyüdyarım dəstə soğanyarım dəstə ispanağyarım dəstə dağ keşnişi diş sarımsaq  yumru düyü  yumurta x/q unduz,"1. Doğanı hazırlamaq üçün göyərtilər təmizlənir, yaxşı yuyulub xırda doğranılır. Sarımsağı (göyərti sarımsağdan da istifadə etmək olar) xırda doğrayıb göyərtiyə qatırıq.2. Düyü yaxşı yuyulur, tam bişənə kimi ayrı qazanda qaynadılır.3. Qatığı dovğa bişirəcəyimiz qazana töküb, yumurta,un əlavə edirik. Qarışdırma teli ilə yaxşı qarışdırırıq.4. Qazanı qaza qoyub, taxta qaşıqla yavaş qarışdıra-qarışdıra qaynadırıq. Qaynadıqda göyərtiləri əlavə edib yenidən dayanmadan qarışdırırıq.5. Göyərtilərin rəngi dəyişdikdə və qaynamağa başladıqda qazdan götürürük.6. Bişmiş düyünü, duzu qazana əlavə edib biraz qarışdırırıq.Qeyd: Dovğa həm isti həm soyuq halda yeyilə biər.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1440870860_dadli.jpg,Sulu yemek,284264
313,Tərəvəzli lobya şorbası - FOTO RESEPT,"  ağ lobya  bolqar bibəri  baş soğan  kərəviz kökü- diş sarımsaq, litr su  kök  pomidor (və ya  x/q tomat) ml bitki yağı dəst cəfəri ç/q qurudulmuş nanəzövqə görə duzzövqə görə istiotzövqə görə dəfnə yarpağı","1. Lobya axşamdan soyuq suda saxlanılır (bəzi hallarda konservləşdirilmiş lobyadanda istifadə etmək olar)2. Soğan kubik şəklində doğranılır.3. Kök həmçinin kubik şəklində doğranılır.4. Kərəviz kökü kubik şəklində doğranılır.5. Bolqar bibəri kubik şəklində doğranılır.6. Tomat pastası əvəzində pomidor istifadə edildikdə, o da həmçinin xırda kubik şəklində doğranılır.7. Sarımsaq doğranılır.8. Soğan, kök və kərəviz kökü bitki yağında qızardılır.9. Üzərinə bolqar bibəri, pomidor və ya tomat əlavə edilərək yüngülcə qızardılır.10. Üzərinə lobya və 2 stəkan su əlavə edilərək 1 saat bişirilir (lobya paxlasını həmişə az odda bişirmək gərəkdir).11. Sonra qazana daha 1 litr su tökərək, üzərinə doğranmış sarımsaq, duz, istiot, dəfnə yarpağı və nanə əlavə edilir.12. Əlavə olaraq 20 dəqiqə bişirilir.13. Və sonda, tərəvəzli lobya şorbası hazırdır, süfrəyə vermək olar. Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442829395_dadli.jpg,Sulu yemek,747140
314,Toyuq yeməyi," tikə toyuq əti,   kartof,   böyük soğan, kərə yağı, yarım ç/q tomat pastası, yarım ç/q bibər pastası, yarım dəstə keşniş, yarım dəstə şüyüd, duz","Soğan təmizlənir, xırda doğranılır. Tavaya kərə yağı tökülür, soğan biraz qızardılır. Toyuq yaxşı yuyulub soğana əlavə edilir. Biraz qızardıqdan sonra yeməyə duz vurub, tomat pastası, bibər pastası əlavə edilir. Toyuq, tomat pastası və bibər pastası birlikdə 5 dəqiqə bişdikdən sonra üzərinə soyulmuş-doğranılmış kartof əlavə edilir. Kənarda su qaynadılır və yeməyə əlavə edilir (yeməyin üsü örtülənə kimi su tökülür). Yeməyin kartofu bişdikdə içindən 3-4 ədəd doğranılmış kartof götürülür, kənarda əzilir və yeməyə əlavə olunub qazdan götürülür (bu zaman yemək daha qatı və dadlı olur). Yemək süfrəyə verərilərkən üzərinə doğranmış keşniş, şüyüd tökülür.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443989409_dadli.jpg,Sulu yemek,301192
315,Qaşxəngəli,  soğan  pomidor (və ya  ç/q tomat)  ( diş) sarımsaq am kərə yağı stəkan ( kündəlik) un  kartof. litr su,"İlk olaraq bir baş soğanı narın-narın doğrayaraq 100 qram yağda qızardana yaxın, 2 ədəd pomidoru xırda-xırda doğrayıb soğana əlavə etməliyik.Pomidor qızarana yaxın litr yarım su əlavə edirik. Su qaynayana yaxın, kartofu xırda-xırda kvadrat şəklində doğrayıb suya əlavə etməliyik.Kartof bişənə yaxın, kündəni 1 santimetr qalınlığında yayıb, xırda-xırda kvadratlarla doğrayıb qazana əlavə etməliyik.Xəmiri əlavə edib duz və istiotu zövgə görə tökəndən sonra, 5 dəqiqə qaynadıb qazı söndürüb zövqə görə göyərti əlavə edirik.Yeməkdən əlavə olaraq, sarımsaq əzilib qatıqla qarışdırılıb süfrəyə verilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1440751980_dadli.jpg,Sulu yemek,660797
316,Vermişelli toyuq şorbası - FOTO RESEPT, tikə toyuq əti  vermişel  soğan  kartofyarım ç/q tomat pastasıkərə yağı lt suduz,"1. Soğan xırda, kub şəklində doğranılır və yağda qızardılır.2. Soğan biraz qızardıqdan sonra toyuq əlavə olunur.3. Toyuq biraz pörtləndikdən sonra üzərinə tomat pastası əlavə olunur.4. Tomat pastasl ilə biraz bişirildikdən sonra qaynar su əlavə olunub duz vurulur və vermişel əlavə edilir.5. Kartof təmizlənir kub şəklində doğranılıb şorbaya əlavə edilir.6. Kartof tam bişdikdə yemək qazdan götürülür.Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442394804_dadli.jpg,Sulu yemek,305765
317,Ətli lobya şorbası - FOTO RESEPT,qoyun əti (sümüklü tikələr)lobya dənələri  baş soğan  kartof  kök x/q tomat pastasışüyüdkeşnişduz,"1. İlk olaraq lobya 12 saatlıq islağa qoyulur.2. Beləliklə 12 saatdan sonra lobyanın tərkibinə suyun hopması ilə həcmi artır. 3. Qazana 1 ədəd doğranmamış baş soğan əlavə edilir və sümüklü qoyun əti qaynadılır. Bişdikdə ətlər bulyondan çıxarılaraq sümükdən ayrılır.4. Lobyalar boş qazana əlavə edilir, üzərinə bulyon tökərək 30 dəqiqəlik bişirilir.5. Bu arada tərəvəzlər təmizlənir və hazırlanır6. Soğan xırda doğranılır, kartof bir qədər iri kubiklər şəklində, kök isə uzunsov formada doğranılır.7. Digər qazanda qoyun bulyonu qaynadılır.8. Qaynayan bulyona doğranmış tərəvəzlər əlavə edilir.9. Daima qarışdıraraq az odda təqribən 30 dəqiqə qaynadılır.10. Tərəvəzlər hazır olduqda növbəti addıma keçmək olar. Digər qazanda hazır olan lobyalar tərəvəzlər olan şorbaya əlavə edilir.11. Bir dəfə qarışdırıb, 30 dəqiqə ərzində az odda qaynadılır.12. Tomat pastası bir qıraqda bulyonla qarışdırılıb şorbaya əlavə edilir.13. Ardınca şorbaya bir az əvvəl sümükdən ayrılmış ət parçaları əlavə edilir.14. Təqribən 5 dəqiqə şorba bişirilir.15. Nəhayət şorba hazırdır. İsti-isti boşqablara əlavə edilir.16. Süfrəyə verərkən üzərinə xırda doğranmış göyərti əlavə edib yanında isə müxtəlif tutma vermək olar. Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1443715795_dadli.jpg,Sulu yemek,628162
318,Düşbərə - FOTO RESEPT,"Xəmir Üçün:  əla növ un,  duz,  yumurta,- ilıq, qaynadılmış su.İçi Üçün:qoyun və ya mal ətindən qiymə (bax qarışıq qiymənin hazırlanması)Suyu Üçün:  duru yağ və ya kərə yağı,  kiçik baş soğan - xırda-xırda doğranmış,  tomat,zövqə görə duz, stəkan suÜstünə səpmək üçün:xırda-xırda doğranmış təzə keşniş və ya quru nanə (və ya sumax).Yanında süfrəyə vermək üçün:sirkə-sarımsaq: üzüm sirkəsinəsinə bir neçə dilim əzilmiş sarımsaq əlavə edib qarışdırın.","Düşbərənin suyu əslində sümüklü qoyun ətini qaynadıb süzməklə hazırlanır - qoyun bulyonu, lakin bu reseptdə toyuq bulyonundan istifadə olunub.Müasir mətbəxdə isə qoyun əti suyundan bir o qədər çox istifadə olunmur. Bunun əvəzinə müxtəlif üsullarla dadlandırılmış adi su istifadə olur. Həmçinin düşbərənin suyuna bir az doğranmış pomidor əlavə edərək də hazırlaya bilərsiniz. Və ya, pomidorsuz, sadəcə bir az tomat, və ya sarıkök, və yaxud da ki, azacıq zəfəran suyu əlavə edərək.Bakı və Bakı ətrafı əhali düşbərəni olduqca xırda hazırlayırlar, bir qaşıqda 7-10 düşbərə yerləşirsə deməli siz əsil bakı düşbərəsi hazırlamısınız. Reseptdə daha çox rus üsulunda hazırlanmış düşbərədir (rusca pelmeni).Düşbərə xəmirinin hazırlanması:Bu üsulla hazırlanan xəmirdən həmçinin qutabda hazlamaq olar.1. İnqredientlər hazırlanır.2. Una yumurtalar əlavə edilir və duz vurulur.3. Tədricən su qatılaraq xəmir qarışdırılır və sonra əlnən yoğrulur.4. Xəmir hazırdır, üzərinə un töküb və dəsmal ilə üstünü bağlayıb yarım saatlıq saxlanılandan sonra istifadə etmək olar. Düşbərə qiyməsinin hazırlanması barədə biz yazmışdıq. Düşbərənin hazırlanması:1. Qiymə və xəmir hazır edilir.2. Taxtaya ələkdən bir qədər un səpilir.3. Düşbərə xəmirinin bir hissəsi kəsilir və oxlovla yayılır.4. Stəkan vasitəsi ilə xəmirdə dairələr kəsilir. Düşbərə hazırlayarkən kəsilmiş xımirlər qurumasın deyə onları mütləq bir birinin üstünə düzün.5. Hazırlanmış düşbərələri yığmaq üçün digər taxta lövhə unla səpilir.6. Çay qaşığı ilə qiymə əlavə edib düşbərə hazırlanır.7. Qıraqları bitişdirilir.8. Məmuniyyətlə yemək üçün 4-5 dairə xəmirdən 3-4 nəfərlik ailə üçün hazırlayırıq.9. İş sona yekunlaşana yaxın toyuq bulyonu qaynama həddinə gətirilir.10. Bulyon qaynayanda düşbərələri bişirmək olar. Qarışdırmağı unutmayın.11. Təqribi 10 dəqiqə bişəndən sonra düşbərə hazır olur.12. Düşbərəni süfrəyə verərkən zövqə görə üzərinə quru nanə və ya sumax əlavə etmək olar.Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1443538339_dadli.jpg,Sulu yemek,131557
319,Tənbəl düşbərə - FOTO RESEPT,"Düşbərə xəmiriqiyməgöyərti (keşniş, şüyüd)duzistiottoyuq bulyonu","Saytımızda düşbərə resepti ilə bölüşmüşdük, bu isə tənbəl düşbərədir. Niyə məhz tənbəl? Çünkü düşbərəni büküb hazırlama hissəsi əlnən deyil, xüsusi düşbərə aləti ilə görülür. Və beləliklə vaxta və insan zəhmətinə qənaət edilir.Xəmirin hazırlanması adi düşbərə reseptində yazdığımız qaydada aparılır. Qiymə barəsində həmçinin saytımızda qeyd edilib. Ona görə keçirik əsas hissəyə.1. İnqredientlər.2. Nazik lay xəmir yayılır və düşbərə alətinin üzərinə sərilərək üstündən oxlovla keçilir. Xəmirin üzərinə, alətin dəliklər hissəsinə qiymələr əlavə edilir.3. Üzərinə ikinci lay xəmir sərilərək üstündən oxlovla keçilir.4. Qıraqdaki xəmir ayrılıb götürülür, alət çevrilir və düşbərələr taxtanın üzərinə düşür.5. Toyuq bulyonu qaynadılır, üzərinə düşbərələr əlavə edilir bə 15 dəqiqə bişirilir. Düşbərələr əlavə edildikdə bulyona zövqə xırda doğranmış şüyüd də əlavə etmək olar.6. Hazır edildikdə bulyonla birgə boşqablara verilir. Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1443539404_dadli.jpg,Sulu yemek,200458
320,Ət qovurması - FOTO RESEPT,- tikə sümüklü ət  soğan-  kartofyarım ç/q tomat pastasıyarım ç/q bibər pastasıkərə yağı,"1. Ət yuyulur, üzərinə su tökülüb bişənə kimi qaynadılır. Ət tam bişdikdə sümüklərindən təmizlənilir, suyu süzgəcdən keçirilir.2. Soğan xırda kub şəklində doğranılır, kərə yağında qızardılır.3. Soğan biraz qızardıqda üzərinə tomat pastası, bibər pastası əlavə olunur və bir yerdə bişirilir.4. Əti soğanın üzərinə töküb suyuəlavə olunur.5. Kartof təmizlənir və doğranılır, ətə əlavə olunur.6. Yeməyə zövqə görə duz vurulur və aşağı istilikdə kartoflar bişənə kimi bişirilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-09/1442393544_dadli.jpg,Sulu yemek,663098
321,Makaronlu küftəli şorba - FOTO RESEPT,  qiymə  kartof  soğanyarım stəkan makaronqaynar suyarım ç/q tomat pastasıyarım ç/q bibər pastasıkərə yağıkeşnişşüyüdduz,"1. Soğan xırda doğranılır və yağda qızardılır.2. Soğan bir az qızardıqda tomat pastası və blbər pastası əlavə olub qarışdırılır.3. Qiymədən balaca küftələr hazırlanır soğanlı qarışığa əlavə edilib biraz qızardılır.4. Soğanlı küftəli qazana 2 litr qaynar su tökülür və qaynaması gözlənilir. Qaynadıqda xırda kub şəklində doğranmış kartof, duz və makaron əlavə olunub 2-3 dəqiqə qarışdırılır.5. Şorbanın kartofu və makaronu bişdikdə yemık qazdan götürülür. Üzərinə doğranmış keşniş, şüyüd səpilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1440872536_dadli.jpg,Sulu yemek,441671
322,Bozbaş - FOTO RESEPT, kq qoyun ətiyarım stəkan noxud  kartof  soğankərə yağı  alça turşusunanəsarıkökduz,"1. Ət yuyulur, üzərinə su tökülüb bişənə kimi qaynadılır (təqribi 2 saat qaynadılır). Ət qaynadıqda üzərinə yığılan köpük mütləq qaşıqla yığılmalıdı.2. Noxud yuyulur, üzərinə su tökülüb  bişənə kimi qaynadılır.3. Ət bişdikdən sonra üzərinə bişmiş noxud, 2 hissəyə bölünmüş kartoflar, 1 ədəd baş soğan (soğan doğranılmır), kərə yağı, duz, sarıkök, alça turşusu əlavə edilir.4. Yemək aşağı istilikdə kartof yumuşalana kimi bişirilir. 5. Yemək hazır olduqda baş soğan içindən çıxarılır və süfrəyə verildikdə üzərinə nanə qurusu səpilirNuş olsun!",http://dadli.az/uploads/posts/2015-09/1442396792_dadli.jpg,Sulu yemek,719567
323,Borş - FOTO RESEPT,kq sümüklü mal əti balaca ölçüdə kələm-  orta ölçüdə çuğundur  orta ölçüdə kök  soğan-  kartofyarım dəstə cəfəri ç/q tomat pastasıkərə yağı-  dəfnə yarpağı- diş sarımsaqduz,"1. Ət doğranılır, yaxşı yuyulur bişənə kimi qaynadılır. Qaynadılan zaman üzərinə ətin köpüyü yığıldıqda qaşıqla götürmək lazımdı.2. Kələm doğranılır.Kök, çuğundurun qabığı təmizlənib sürtgəcdən keçirilir hamısı bir qaba tökülür.3. Sarımsaq doğranılır, dəfnə yarpağı yuyulub kələm, kök tökülən qaba tökülür.4. Soğan doğranılır yağda qızardılır. Üzərinə tomat pastası tökülüb biraz qızardılır.5. Kartofun qabığı soyulur, kub şəklində doğranılır.6. Ət bişdikdə ətin suyunu süzgəcdən keçirdilir ki xırda sümüklər təmizlənsin.7. Ətin üzərinə kələm, kök, çuğundur, dəfnə yarpağı, sarımsaq, tomatlı soğan, kartof tökülür. Zövqə görə duz vurulur.8. Yeməyin kartofu bişdikdə yemək qazdan götürülür, üzərinə xırda doğranılmış cəfəri tökülür.9. Borşu yeyərkən xama, mayonez və ya qatıqdan istifadə etmək olar.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1444060965_dadli.jpg,Sulu yemek,330175
324,Körpələr (9 ay və sonrası) üçün enginarlı kartof,-  ayırtlanmış enginar  orta ölçülü kartof qaşıq pendir (keçi pendiri olsa daha yaxşıdır)  kiçi ölçülü quru soğan qaşıq təzə holland pendiri rəndəsi ,"Kartoflar suda qaynadılır. Suda qaynayıb bişən kartoflar bir barmaq qalınlığında doğranır. Fırın qabının dibi yağlanır. İçərisinə kartofların yarısı düzülür. Soğanlar zeytunyağında bişirilir, enginar da kub şəklində doğranıb əlavə edilir. 1 stəkan su ilə yumşalana qədər bişirilir. 4 qaşıq pendir və zeytunyağında bişmiş enginarlar rondodan keçirilir. Qaba düzülmüş kartofların üzərinə tökülür. Bunun üzərinə təkrar geri qalan kartoflar qoyulur. Bunların üzərinə rəndələnmiş holland pendiri səpilir.Duxovka əvvəlcədən 170 dərəcəyə isidilir. İsidilmiş duxovkada təqribən 20 dəqiqə və yaxud da rəndələnmiş holland pendiri qızarana qədər bişirilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1439482382_dadli.jpg,Sulu yemek,192219
325,Xəşil,"  xəşillik bulğur ( yəni çox incə çəkilmiş, döyülmüş incə bulgur) .  duz, qaşıq un,Üzəri üçün:  süzmə qatıq və ya qurut ayranı( sarmısaqlı və ya sarımsaqsız )  əridilmiş kərə yağı və  ya marqarin,","Xəşillik bulğuru yuduqdan sonra  suyunu süzün.Bir qazana yığın.Üstünü örtə biləcək qədər su əlavə edib, duzunu əlavə edin.Bulğur yaxşıca yumşalana qədər  bişirinTam bişənə yaxın unu da əlavə edib möhkəm qarışdırın ki ,bir yerdə qalmasın.Unun iyi çəkiləndən sonra ocağı söndürün.Sonra geniş bir servis tabağına bişən xəşili yığın.Bir qaşıq  yardımıyla düzəldib  ortasını  çuxurlaşdırın.İstəyə görə bu çuxura əridilmiş yağı tökün.Xəşilin ətrafına sarımsaqlı və ya sarımsaqsız ayranı tökün.Bunlardan sonra xaşılı  isti halda servis  edin.Qeyd: Xəşil, bu reseptlə qədim Ağbaba mahalında hazırlanırdı.Nuş olsun!",http://dadli.az/uploads/posts/2015-07/1437640106_dadli.jpg,Sulu yemek,685223
